公司名称,财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,财务风险-投资风险-对外投资数量,财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,经营风险-战略风险-竞品信息,经营风险-战略风险-公众号数
北京泛鹏天地科技股份有限公司,0,0,9,9,0,1.5457445154,0,1,2,237.3311862828,237.3311862828,0.5223729008,-0.5715259566,39.2811961404,0,68702000,-203725000,-0.5715259566,50021000,0.0757086876,-618460000,0.0907832027,615696000,1.2577339779,10.0168546836,0.6784887788,0.0719190844,1.7599286043,0.668984669,0,0,0,17,0,0,0,0,0,0,1,20,0,0,0
北京波特光盛石油技术有限公司,0,0,12,12,0,2.3357912941,2,0,2,305.0312785534,253.9960852823,0.4399870467,0.0327646198,30.4700385174,0.0434079983,588077000,31771000.0000001,0.0292918006,503556000,0.1652046936,-901043000,0.2034529417,1.8118595568,0.4509975427,1.4897437662,0.2518884384,0.4828674296,0.2419095927,0.5248752146,0,0,25,16,0,24,1,0,1,65,2,6,0.661,5,0
北京泰诚信测控技术股份有限公司,0,0,8,8,0,1.6855075616,0,0,2,190.2987459228,163.3223916273,0.4088034385,0.2223580133,37.2368799236,0,185426000,107165000,0.2223580133,159842000,0.1432661967,-389847000,0.1967702701,2.9269759489,0.8744212318,1.0090338977,0.2940192043,0.326022016,-0.2518186345,0.1352939731,0,0,30,73,0,5,0,0,0,7,1,2,0.8,10,0
北京洁绿科技发展有限公司,0,0,7,7,0,1.4077284219,3,0,4,201.6933091832,164.54233931,0.3530038835,0.119470999,41.7131422767,0.0591323381,109055000,72622000,0.1089009285,95331999.9999999,0.0682153116,-436624000,0.1023067636,1.873522644,0.6844421138,1.1353023698,0.2646495124,0.1614488722,-0.2811177044,0.0939959447,0,0,0,0,0,0,0,0,0,2,3,11,1,0,0
北京派特森科技发展有限公司,0,0,11,11,0,12.0816084975,0,0,0,1730.5731225297,1730.5731225297,4.8473315368,-2.3939720955,7.644319384,0.0224982395,4475999.99999999,-24227000,-1.7282778051,4314999.99999999,0.0244085986,-22670000,0.0254782711,22112000,0.1340007506,2.6821927848,0.1205815304,0.0605012022,-0.675444894,-0.0050189091,0,0,0,0,0,0,0,0,0,0,0,7,0.8638,0,0
北京派特罗尔油田服务股份公司,1.3839019157,3.9495409033,5,5,28.0364062594,0.7447205518,0,8,2,73.3283740701,57.8076514346,0.2440701381,0.364187035,57.3951883058,0.1839272043,1481100000,3427000000,0.3030597807,0.1302308047,0.0751751091,0.2396640556,0.1481534429,4.9042108833,-2.8538528978,0.5594994453,0.363546848,0.1828766869,-0.3658810809,0.1542224435,0,0,2,0,0,7,0,0,0,11,4,8,0.4159,10,0
北京流金岁月文化传播股份有限公司,2.1470003929,4.7261108835,9,9,153.8761390087,0.2360461353,3,0,12,104.4547941506,96.0832121238,0.3299467645,0.0079222701,80.8997506421,0.6417168722,92196000,4341000.00000017,0.0045728961,0.0513193175,0.0785707346,0.2049525776,0.2813786949,21.2033261858,39.8459221694,1.6182196278,0.8288967058,0.0804807405,5.6568898628,3.9006189227,0,0,5,6,3,0,0,0,0,0,2,11,0.3133,9,0
北京济元紫能环境工程有限公司,0,0,13,13,0,1.2995907585,0,0,2,174.0713844101,174.0713844101,0.1120325017,0.0127871715,16.1123734439,0,37765000,1303000.00000002,0.0127871715,28320000,0.0597144018,-186217000,0.0533807829,184205000,2.4405124349,0.4048016693,0.2912668177,0.1534083748,-44.6136327678,4.5109141374,0,0,0,6,0,1,0,0,0,1,0,3,0.93,0,0
北京济元紫能能源科技有限责任公司,0,0,13,13,0,1.2086293334,0,0,2,122.2443035286,122.2443035286,0.0789205635,0.0028238547,45.2770388483,0,73899999.9999999,1303000.00000002,0.0028238547,55400999.9999999,0.0725137546,-458619000,0.0993399571,455452000,4.4373300685,1.0008834172,0.4469084507,0.1425064549,-86.3448277455,7.8804973215,0,0,0,0,0,0,0,0,0,1,0,3,0.93,0,0
北京海博思创科技有限公司,0.7222523952,1.1110309503,9,9,301856000,2.2749522898,6,0,13,330.8269545876,306.3871892093,0.6771338731,-0.7888799995,25.6562259468,0,11099000,-99660000,-0.7888799995,0.0367691878,0.0225406632,0.9999999967,0.0303195035,0,0,0,0,11099000,-0.7520773599,0.7913756192,0,0,38,39,0,0,0,0,0,0,20,17,0.3628,10,0
北京海天众意整合营销顾问股份有限公司,0,0,9,9,0,1.2203393436,0,1,5,197.3878594009,197.3162853044,0.7275663843,-0.4109922731,44.4877307821,0.0176307164,90610000,-130922000,-0.4019908856,65032000,0.1237713024,-1094003000,0.1600228351,4763.8606848216,3.5011604181,10.5151748825,1.4836779221,0.0705181735,12.2227885723,0.5106466826,0.6131,1,0,0,0,7,0,0,0,6,1,2,0.3198,10,0
北京海天瑞声科技有限公司,0,0,10,10,0,1.9603262862,3,0,1,147.8571579147,147.8571579147,0.452979732,-0.9479098394,28.4036884019,0,8972000,-44965999.9999999,-0.9479098394,7288000,0.0537213341,-247885000,0.0609502145,245195000,10.8005897806,2.5311496471,1.4681456112,0.0232762668,-0.6389271704,0.014598407,0,0,0,0,0,0,0,0,0,0,5,10,0.289,0,0
北京海川世纪科技有限公司,1.6917351681,3.4419218222,10,10,107.7164217725,1.6309358933,0,0,0,181.357128738,176.1217631943,0.023343593,-0.1330773056,38.0091517626,0,1904999.99999999,-14138000.0000001,-0.1330773056,0.004384108,0.0068155229,0.1482620029,0.0082472442,49.5168914928,3.1864333856,3.1716088399,0.9853457277,0.0058788131,-0.8105230942,0.0852442591,0,0,0,12,0,0,0,0,0,0,0,2,0.9375,0,0
北京海德能水处理设备制造有限公司,0,0,11,11,0,0.3686960374,0,1,0,135.43656289,71.2937033048,0.1042416779,0,73.06224112,0,13630000,0,0,13540000,0.034050994,-158258000,0.1255715173,0.842272197,1.5245763873,37.7000625865,0.3947242184,0.0619199263,-0.1172584566,0.4674438623,0,0,12,0,0,3,0,0,0,2,0,2,0.8,0,0
北京海斯顿水处理设备有限公司,0.4353132585,1.3654936706,8,8,2262212000,1.3490321451,0,0,0,251.969624461,239.6516471438,0.404315452,-0.0289650798,35.6079537273,0,2060118000,-59739000,-0.0289650798,0.910665313,0.3556770927,0.9999999996,0.5523618417,0,0,0,0,2060118000,0.1751628162,0.1490321181,0,0,60,0,0,17,0,0,0,11,10,1,1,0,0
北京海泰方圆科技股份有限公司,0,0,7,7,0,1.343095466,4,0,0,233.2162261891,207.3859254889,0.8762597285,0.18583578,42.6785475022,0.04210762,177961000,84105000.0000001,0.1748639216,154556000,0.1579111759,-561769000,0.2392526258,4.6932472952,0.9100091873,7.6749292494,0.4868368158,0.1629072313,0.551812181,0.1683217481,0,0,0,0,0,0,0,0,0,0,0,17,0.7338,0,0
北京海泰瑞德科技发展有限公司,1.398676089,5.2102178236,10,10,44.9251847521,6.8176323387,0,0,2,80.9908907113,56.0505213421,0.3066945252,0.2785261516,10.2440886063,0,-22103000,12261000,0.2785261516,-0.4432390069,-0.051435699,0.4709727782,-0.0573061965,2.3602329574,-3.0966781903,0.0657576863,0.0603019167,-0.307114071,10.6885302425,-0.0172594381,0,0,0,22,0,0,1,0,0,1,0,2,0.8,0,1
北京海联捷讯科技股份有限公司,0,0,10,10,0,0.6218839969,0,0,1,157.3238676711,145.1585510788,0.5117279398,0.2943155961,61.6568316556,0,66589999.9999999,158740000,0.2943155961,60488999.9999999,0.0761232147,-767579000,0.1803418472,11.5928306216,2.4602397245,28.9937858207,0.8695491127,0.0676927142,-0.196259364,0.1152480527,0,0,5,43,0,0,0,0,0,0,0,13,0.515,10,1
北京海通天成信息技术有限公司,0,0,13,13,0,0.588862131,0,0,0,158.6192370966,140.0248191221,0.0612850154,0.0064552487,62.9383482136,0,2129999.99999999,1134000.00000001,0.0064552487,1809999.99999999,0.0076312358,-198090000,0.0174972207,6.0563904468,1.9211280002,422.7170454764,0.7087805761,0.0100786417,4.3923939433,0.7284222736,0,0,0,12,0,5,0,0,0,2,0,2,0.8,0,0
北京润德康医药技术有限公司,3.2731986163,242400000,12,12,-22038.367124284,0.5838121148,0,0,0,82.7792805884,54.2442601328,0.3122331234,0.2669625062,63.1392476533,0,5685000.00000001,23883000,0.2669625062,0.0206476897,0.0401228033,0.9987623721,0.0958298231,0,0,0,0,0.024023326,3.3797538967,1.1949065713,0,0,185,0,0,0,0,0,0,0,0,2,0,0,0
北京清大天达光电科技股份有限公司,1.2676785255,3.5967512301,9,9,26.5214673123,0.1994490884,0,0,1,87.4389821227,65.714884301,0.0674895738,0.121652192,83.7864559594,0,852995514000,1425568138000,0.121652192,0.0656696163,0.0609891424,0.278304001,0.3761616968,3.6788532594,-6.3625232334,2.5043758699,0.6696194128,0.0702678499,-2.0678865736,-0.0938451254,0,0,59,5,0,29,0,2,0,5,4,20,0.1517,10,0
北京清水生态环境工程股份有限公司,0,0,10,10,0,0.1932817027,0,0,2,11.2897473139,9.7551069635,0.0020126853,0.0409397204,77.0907279061,0,-62638000,79431000,0.0409397204,-62638000,-0.0248882793,0,-0.1086384551,0,0,0,0,-62638000,0.2426448756,-0.3436891578,0.3568,1,25,0,0,0,0,0,0,0,1,20,0.5725,10,0
北京清流技术股份有限公司,1.2132943732,3.2189922325,9,9,255.5383632545,1.0146290456,0,0,2,190.7349355625,161.372344131,0.4343434328,0.4078718202,49.6369294606,0,73700000,117100000,0.4078718202,0.1011438891,0.1274204703,0.405328115,0.2306900103,4.6548042152,1.5063339673,12.7402593266,0.6784232353,0.1263500769,-9.9736855229,0.0020790021,0.38,1,11,39,0,0,0,0,0,0,0,8,0.38,0,0
北京清软创新科技股份有限公司,0.7892236579,1.8337020069,10,10,-2637.9924750966,4.1608686898,0,0,1,488.0857105977,455.9006712276,0.4906253994,-0.2091293387,19.3765827732,0,109834000,-25922000,-0.2091293387,0.2145310526,0.1716961076,0.9870233751,0.1986105617,0,0,0,0,0.3707451752,2.2229435513,0.0403030002,0,0,43,52,0,0,0,0,0,0,1,2,0.55,10,1
北京湃生生物科技有限公司,0,0,15,15,0,17.1324516582,0,0,1,436.826783115,436.826783115,3.8000951965,0,5.8867213162,0,-967000,0,0,-967000,-0.0276198909,0,-0.0293474962,0,0,0,0,-0.4113141594,3.2745514083,1.7307540963,0,0,7,0,0,1,0,0,0,1,0,5,0.6892,0,0
北京点众电子股份有限公司,0.9756565558,6.9871233372,11,11,141.0070934203,3.23105823,0,0,4,418.1096376383,241.240814258,1.150097088,-1.0336598938,23.6352202513,0,-11464000,-24475000,-1.0336598938,-0.1193187688,-0.1144328765,0.2802256933,-0.150647687,1.6465053691,0.9154562954,58.3860640253,0.6882941807,-0.1032253408,-77.8480916763,0.306754144,0,0,0,0,0,0,0,0,0,2,1,11,0.069,0,0
北京煜邦电力技术股份有限公司,0,0,7,7,0,0.5201211887,4,18,1,157.157305124,131.0990731908,0.1764257969,0.9455569352,65.9797222769,0.1027037429,414313000,2981515000,0.8892654579,361972000,0.0815330086,-3490346000,0.2093832954,4.2217500046,1.9247118215,27.5136024722,0.6826399177,0.091275459,0.3689315182,0.2773133556,0,0,98,68,0,0,0,0,0,18,7,20,0.839,10,0
北京爱劳高科技有限公司,0.387133925,0.9945355894,10,10,101.0833805156,0.3312278466,0,0,2,123.5440288931,119.5348108914,0.0785504451,-0.0098239116,75.1186208818,0.0272748878,705000.000000001,-2886000.00000006,-0.0097326719,0.0050175793,0.0017859631,0.4357465131,0.0071779104,6.6600435846,1.1341121196,2.4662641493,0.198715626,0.0050185794,-0.9653453399,0.1232407789,0,0,0,0,0,0,0,0,0,0,5,2,0.538,0,0
北京爱普电力股份有限公司,2.4770648593,8.4257701959,10,10,-494.4574323312,1.6121634934,0,0,2,195.535774702,179.0062289209,0.5693520312,4.9422502197,38.1066465838,0,475985301000,10904891866000,4.9422502197,0.037505979,0.0822048875,0.1247827685,0.111846096,24.6541807297,4.2656524254,6.092823901,1.5529312417,0.0466143899,1.3634199898,-0.0729751086,0,0,0,15,0,27,0,0,0,20,0,2,0.9967,10,0
北京爱特通科技有限公司(无财务表）,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北京爱笑文化传媒股份有限公司,1.5625500997,270904000,11,11,-7129.2402431643,0.3502771658,0,0,1,57.0795979443,56.0484494912,0.3464849744,0.2592686476,167.8887623932,0.0004602711,78500000,78750000,0.2592268284,0.2076307467,0.4338310877,0.6760955886,-0.4578889956,27.3987779697,-0.6582467872,11.3314391481,0.4742464576,0.4162115711,0.3322730472,0.1067372084,0.5405,1,0,0,0,1,0,0,0,1,1,2,0.5405,10,1
北京牡丹联友环保科技股份有限公司,0.5185722691,0.8912533992,9,9,24.2620024075,1.479629816,0,0,2,261.7471033571,214.6046120906,0.2053333056,0.0347617632,36.1699474229,0.1370989853,170915000,16966000.0000002,0.0265897675,0.2265779484,0.0968864702,0.5368738991,0.1333043223,1.3189155302,0.3844085165,0.6236685089,0.172024432,0.3405393552,0.3360645324,-0.1305683889,0,0,10,2,0,1,0,0,3,3,1,19,0.2644,10,0
北京特希达科技有限公司,0.610502215,1.0828542863,8,8,32.8692929536,1.5650316645,0,0,22,205.7625961431,191.7211013265,0.0829143907,-0.16230214,9.8236442436,0.0354861265,168127000,-116481000,-0.1529567487,0.1795185786,0.0216882067,0.1956199341,0.0231519417,6.9886873767,0.9278480483,0.1122293429,0.0908502205,0.1922270863,1.1782015066,0.0413621692,0,0,57,4,0,10,0,1,0,2,6,2,0.8,0,0
北京特里尼斯石油技术股份有限公司,0,0,13,13,0,2.0424262486,0,0,1,291.6389289085,258.6268567738,0.1617566614,-1.0029310446,32.8674297471,0,3858000,-20188000,-1.0029310446,3727000,0.0629949545,-13010000,0.0906503867,1.9202404936,0.3307841781,5.0255986508,0.2083503387,0.1504034872,14.0116186318,0.6764665441,0,0,0,16,0,0,0,0,0,0,0,5,0.114,10,0
北京王府科技有限公司,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0000002197,-0.9999998849,0,0,2,0,0,0,0,0,0,0,0,8,0.49,0,0
北京玻钢院复合材料有限公司,0.8822049467,4.9053756603,7,7,50.6623368399,0.8771483812,0,0,2,142.5376742687,74.4620839713,0.0231686679,0.1849061165,53.272293753,0.1126525881,6.2212836787,7.7516890582,0.1643153824,0.0859715457,0.070252742,0.2108433734,0.1095236151,1.4466410172,2.3151463462,1.4334897352,0.4662088697,0.1013110455,-0.2703604788,0.0811284568,0,0,165,1,0,7,0,0,0,7,19,2,0.8,0,1
北京理正人信息技术有限公司,0,0,11,11,0,2.9045760242,0,0,0,346.5279339586,346.5279339586,2.5423804715,0.1316858256,25.6239109948,0,1906000.00000003,9954000,0.1316858256,4017000.00000003,0.0064611484,-198463000,0.0183086074,198080000,1.0629574717,5.9920741146,0.6714712819,0.0060310348,-0.9057196291,-0.1347601766,0,0,0,53,0,0,0,0,0,0,0,1,1,0,0
北京理正软件股份有限公司,0,0,8,8,0,4.5726753868,0,0,2,374.7426825847,374.5207443658,3.3605186661,0.507696141,17.944702059,0,75917000,81437000,0.507696141,74858000,0.0849292694,-335710000,0.1020586792,920.4917963714,0.7435789782,1.1192605989,0.3665974926,0.1247227633,-0.3266880043,0.0397602427,0,0,0,110,0,0,0,0,0,0,0,20,0,0,0
北京瑞光极远数码科技有限公司,0.2816333451,0.9477538417,12,12,71309000,2.0763067257,0,0,2,174.1389270977,74.947042641,0.0343947728,-0.007008253,21.0238955225,0,32593000,-1019000,-0.007008253,0.457067124,0.0471273609,0.999999986,0.0596729367,0,0,0,0,32593000,-0.2463523424,0.3982527746,0,0,4,24,0,2,0,0,0,1,0,3,0.906,0,0
北京瑞宝利热能科技有限公司,0.4548247115,0.7629278041,8,8,36.1699711171,1.0218213046,0,6,4,320.8059244983,280.7506180081,0.0778229353,0.042229857,49.4603245497,0.282003174,165375000,20158000,0.0252815612,0.2209927218,0.1025848593,0.2638706422,0.188917937,2.6127144215,0.4739595534,6.1867730982,0.3098797824,0.2702002786,-0.2190748324,0.2883663572,0,0,28,0,0,12,1,0,0,14,5,8,0.604,0,0
北京瑞尔非金属材料有限公司,0,0,10,10,0,0.9564752334,0,0,3,186.4493692449,183.5913291167,0.4566873012,0.1010714607,51.1123260019,0,212432000,87217999.9999999,0.1010714607,179896000,0.125825308,-1589993000,0.2179566864,64.1605212602,2.1211647141,19.9358855553,0.9372638534,0.1168515988,0.220047294,0.2595720773,0,0,10,5,0,1,0,0,0,1,0,1,1,0,0
北京瑞祺皓迪技术股份有限公司,0,0,10,10,0,1.1612953142,0,0,1,215.501331475,144.9274337713,0.6121283717,-0.1316493789,46.2684777021,0,48846000,-39105000.0000001,-0.1316493789,42023000,0.0760852973,-571413000,0.1218230995,2.7181012311,1.6608206688,305.1958729535,0.8875543219,0.0776757387,11.7368939408,1.1321983536,0,0,7,12,0,0,0,0,0,0,4,2,0.6,0,0
北京瑞芬生物科技股份有限公司,0,0,12,12,0,0.5006658379,0,0,2,136.3164371323,114.2339396187,0.187667512,-0.3218987522,66.6363381073,0,2359000,-19096000,-0.3218987522,1489000,0.0264981747,-135259000,0.0501313043,10.3238923417,6.2775247736,16.5779582523,1.519157523,0.0128532743,1.9312859739,0.1388640126,0.51,1,8,0,0,0,0,0,0,0,0,4,0.405,10,0
北京瑞赛长城航空测控技术有限公司0,1.0835051499,1.4942500811,9,9,223.6502881993,1.7864228029,0,0,0,255.1463959665,236.7933836247,0.2826876598,0.0181089946,35.8788554343,0,7.7891209304,1.3976202382,0.0181089946,0.02683503,0.0362103052,0.1431941588,0.0415106771,12.8149708579,1.5159444634,9.978801408,0.843846713,0.0326765375,0.0008380174,-0.0096332831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北京瑞达恩科技股份有限公司,0.3526470212,83285000,13,13,25.9859513304,1.2837432234,0,0,0,214.0956024331,165.6969839817,1.6011186409,0.3123985794,43.0527314097,0,-16957000,34461000,0.3123985794,-0.2036020868,-0.0661806317,0.4534549985,-0.1162138823,0.8418775245,0.3571190183,2.2415219309,0.1754214096,-0.1530760537,-0.7090481961,0.2604127198,0,0,6,20,0,0,0,0,0,0,0,2,0.7727,0,0
北京瑞风协同科技股份有限公司,0.9019251063,3.252612994,9,9,319.1698205172,2.64665673,6,0,2,289.7934310332,214.9583916341,1.1956145475,-0.3733522337,27.4223781292,0.0325765804,23571000,-101395000,-0.340078214,0.0294505476,0.021679307,0.5471053788,0.0264920049,1.5589139696,0.6146755873,1.0552630054,0.2914018565,0.0337477772,-1.2600959697,-0.0006847408,0,0,17,78,0,0,0,0,0,0,4,9,0.56,10,1
北京瓜尔润科技股份有限公司,1.1221566149,2.6929152086,10,10,134.8023099067,0.6751703136,0,0,2,149.7463400493,105.899405711,0.1121901723,-0.0259457892,60.4486112328,0,-15.6799979093,-2.3866663484,-0.0259457892,-0.1157595099,-0.1030403925,-0.0149227982,-0.2972972973,3.8879338714,3.4268647919,10.8696856666,1.0304915438,-0.10074086,-0.3871757239,-0.1012678163,0.75,1,4,10,0,0,0,0,0,0,0,2,0.75,10,1
北京电旗通讯技术股份有限公司,0.8944827827,1.0472765608,9,9,2505118000,3.3652865507,4,0,5,444.1888644816,444.1888644816,0.6042267696,-3.1380226911,21.2339290237,0,2453492000,-1978539000,-3.1380226911,0.9793917887,0.8262785384,0.9999999996,1.0490285071,0,0,0,0,2453492000,0.3749176939,0.1737156269,0,0,5,44,0,0,0,0,0,0,1,20,0.3892,20,0
北京百特新语文化传播有限公司,1.6343683509,101795000,14,14,41.2793830984,0.1869175126,0,0,1,108.4992596464,108.4992596464,0.4761083446,-0.2361292529,90.3802251437,0,99327000,-13555000,-0.2361292529,0.9757551847,1.5638353145,0.9999999902,16.2564648118,0,0,0,0,40.2785724742,1.250929087,1.077690511,0,0,0,7,2,3,0,0,0,3,0,1,1,0,0
北京百瑞视光电技术有限公司,1.5327958182,18.2264590706,10,10,3798.2377546364,0.5662759153,0,0,0,139.6239485452,47.1265878911,0.2262863398,0.2640074651,63.8457113627,0,114609272000,321624030000,0.2640074651,0.0326755143,0.0600646847,0.248654214,0.1234919258,1.7127821367,3.998284695,9.3172873132,1.0114937316,0.0459413964,17.6602476355,1.133335114,0,0,10,8,0,2,0,0,0,1,0,1,1,0,0
北京百迈客生物科技有限公司,1.2296604899,3.3527212598,9,9,1142.8606802654,2.3013226946,6,0,3,256.7197003178,249.3128774965,0.3836942548,0.4047603994,30.2908891078,0.0191025363,166297000,76932000,0.3866201623,0.2532120669,0.2531476579,0.7154714215,0.3317705069,12.0335266349,0.5687236866,1.0025625033,0.2578834156,0.3687196785,0.916405609,1.050705972,0,0,34,145,0,0,0,0,2,4,0,7,0.5755,10,1
北京百途互动科技股份有限公司,1.1215004974,1.4275910351,11,11,7539.3651587103,0.3760924122,4,0,0,132.8050165408,132.8050165408,0.0198982857,-0.4330716223,72.6747524042,0,-1376000,-8771000,-0.4330716223,-0.0679264025,-0.049375628,0.2960384453,-0.2690741957,21224000,3.1944606872,21.8578559651,0.7615903272,-0.0436257556,35.211452933,1.7901479986,0,0,2,16,0,0,0,0,0,0,2,7,0.2792,10,0
北京百闻思科技有限公司,0,0,14,14,0,1.7138358043,0,0,1,275.1572327044,275.1572327044,2.7515712455,0,35.7052631579,0,0,0,0,-9757000,0,0,-2.1298843047,0,0,0,0,0,0,6.0614409698,0,0,0,2,0,0,0,0,0,0,0,9,0.818,10,1
北京盈创再生资源回收有限公司,0.3921580938,20.7604663045,10,10,-20.8001053436,0.4661830499,4,6,10,29.1304518716,27.3751097253,0.0926801785,0.0501421514,68.204307723,0.0065465719,-38736000,19136000,0.0499881141,-0.888501482,-0.0690147896,0.1879487078,-0.2170570436,5.2327205206,-0.1296073775,0.0778806439,0.0624546786,-0.3226521151,0.276533939,0.2399285116,0,0,15,11,0,1,0,0,0,7,1,5,0.4083,10,0
北京盈想东方科技股份有限公司,0.3553212528,3.0896938562,10,10,106.8341813891,0.4514996126,0,0,2,144.8873234159,121.5082999213,0.0231618391,-0.1484273239,67.992941874,0.0083010006,5141999.99999997,-99026999.9999999,-0.147866377,0.012012624,0.0052204954,0.2939832059,0.0130876933,1.5527731198,0.8087432397,13.2262989719,0.2458973117,0.0151529886,-1.0090504643,0.9264028521,0,0,45,32,0,1,0,0,0,1,0,4,0.51,0,0
北京盈科瑞药物研究院有限公司,0,0,10,10,0,1.1593587246,3,0,0,211.834484725,210.3476747432,0.3077512501,-0.1658954412,46.3099356515,0.1088242322,82491000,-27928000,-0.1424091451,71843000,0.1947954425,-73415000,0.3159823015,194.2084809299,0.3899240432,1.0980136843,0.1733537985,0.4991921252,-0.4553341771,0.2284892889,0,0,255,0,0,0,0,0,0,0,0,13,0.9,10,0
北京益泰东方电子技术有限公司,1.4332378041,4.5031267019,13,13,275.5274416181,1.6210772669,0,0,1,202.3768372638,140.3633818509,0.4471139361,-0.9315087927,38.1520435967,0,4848000.00000001,-65214000,-0.9315087927,0.0202940944,0.0264196185,0.353184216,0.0363112494,2.8935390327,1.7527241534,3.0040412501,0.6845940017,0.0244327745,4.6887197442,0.7376071139,0,0,0,19,0,0,0,0,0,0,0,2,0.8597,0,0
北京盛世创先科技发展有限公司,0,0,10,10,0,1.2264969902,0,0,2,137.9191215669,117.2612660016,0.0020008446,-0.1847008067,44.9109485964,0,105174000,-26678000,-0.1847008067,89398000,0.3270213798,-133570000,0.504580269,4.4587437342,2.4290669631,1.086901456,0.4136661554,0.5472482502,-4.8849990725,1.7919162301,0,0,0,0,0,0,0,0,0,3,0,11,0.625,0,0
北京盛威时代科技有限公司,0.619191324,2.0553185527,12,12,-17.6344555176,5.0386985599,0,8,7,133.1472097602,128.9271536004,0.4131297742,-1.6515830996,16.5598593243,0,-86603000,-102342000,-1.6515830996,-1.6952061837,-0.2314387724,0.8288801294,-0.2773710237,3.0558305714,0.3890457454,0.0273957104,0.0213552328,-0.6286102053,6.9371858747,-0.0724685817,0,0,0,26,0,0,0,0,0,8,3,7,0.3,0,1
北京盛景嘉成投资管理有限公司,0.9561815262,122200000,10,10,1221.9877801222,0.9568599649,0,0,84,90.3818953324,90.3818953324,0.5530410145,1.5063649116,51.1022768341,0,114400000,213000000,1.5063649116,0.7021276538,0.4134441634,0.9942716776,0.6341463415,200000,-0.0147058834,0.0013431833,0.0007228045,13.9512178108,114100000,3.5509867837,0,0,0,0,0,0,0,0,0,0,8,20,0.0225,0,1
